,Title,Link,Description,Day,Month,Year,Hour,Creator,Topic
14,Router Configuration,https://business.forums.bt.com/t5/Phone-system/Router-Configuration/m-p/82826#M1928,"Hi             We had BT Cloud Voice installed a few years ago now and it's currently sitting on a home broadband router, which has supprisingly served us quite well.             However, being the cautious type, I wanted to get a business router set up and ready for the impending day when the home router packs up, so I purchased a Draytek Vigor 2960 and got it set up and ready to handle the phones.             However, when we tried it out, we found a lot of the phones would cut out during conversation and there were a lot of breaks in it which made the usage awful.             I suspect it's down to the Qos, but I am sure I checked all this and set it as best as possible. I'm just mildly surprised that a home router happily runs the phone system with little or no setup.             Any suggestions or configuration tips that would point me in the right direction please?  The phone system is on it's own separate network, so has no other data on it apart from the phones.           Many thanks             Matt ",23,Mar,2020,16,AlliedHygiene,viop
15,Avaya IP 500 with no records &amp; no help - that we cant redirect!,https://business.forums.bt.com/t5/Phone-system/Avaya-IP-500-with-no-records-amp-no-help-that-we-cant-redirect/m-p/82824#M1927,"We have an Avaya Voip (IP 500) system on a SIP trunk leased circuit with 10 DDIs - set up by my ex business partner. I have no idea how to see what the programming is or how to change it as its currently set up to route all calls on our main number to a voicemail message he recorded - we cant even change that!             We have diverted our other DDIs extensions to an answering service, but the main one is stuck &amp amp  as we are in London everyones having to work from home. So over the weekend (we are a shop) we had no one answering our calls. Ive been on hold to BT for hours (literally.) Since Friday at around 5 &amp amp  now since 9.30.             Is there any way I can find out if theres remote access? Or how it was set up? How do we get into it &amp amp  turn off that voicemail? If it helps its set up to ring an extension we dont use &amp amp  then everyone uses call pickup to get the calls. I can 'divert' the phone &amp amp  'record' a message - inverted commas because regardless of what I do the system takes over. And it goes to his voicemail.             I honestly never thought this wpuld be such a nightmare. We had a full outage on the street till around 2 on Thursday &amp amp  by the time I got the number from the answering service, tested it &amp amp  realised it just wasnt working then sat on a useless chat the Avaya support team had just gone home. We have no account manager, &amp amp  none of the original staff are there.             All I need to know is how we can fix this. Can I log in remotely? What am I looking for in the programming to change? Nightmare. ",23,Mar,2020,11,TJM,viop
16,Changing On Hold and Night Messages,https://business.forums.bt.com/t5/Phone-system/Changing-On-Hold-and-Night-Messages/m-p/82784#M1924,"We use Quantum System (Mitel 8568 telephnones)             Our On hold and Night messages need t be updated - in the past we always did this ourselves. Havent done it for a few years(!) and now the person he knew how to has moved on and didnt leave instructions.             Tried to get instructions online, but decided to call suppport to confirm these were correct as not sure. Told they would do it for us, record it and reprogramme the phones - but would charge for the service. I said no - we want to record it ourselves as usual, just need to a reminder the proceedure. No you can't have the instructions unless you pay as it still involves reprogramming!             Nonono..... this hasnever been the case before...its a basic part of anyy business phone system. I need to change the message at both of our sites and change the night message.....vital for callers to know the info on the message.             Is this correct???? ",04,Mar,2020,15,NMostafa,viop
17,BT Cloud Voice Hunt Groups/Ring Tones,https://business.forums.bt.com/t5/Phone-system/BT-Cloud-Voice-Hunt-Groups-Ring-Tones/m-p/82745#M1923,Hello all. I'm trying to set up our BT Cloud Voice Hununt Groups but it's not being as straightforward as i expect.             I have 3 hunt groups.      I have set the common ring tone on the handsets and this worked originally whenever a call cam in from an outside line.      But now the handsets are using the ringtone which is set for the individual extensions......             Infuriating to say the least!!!!!             Any help much appreciated.                    M ,07,Feb,2020,14,MagicDoesMons,viop
18,BT Cloud Voice T46G phone Login details,https://business.forums.bt.com/t5/Phone-system/BT-Cloud-Voice-T46G-phone-Login-details/m-p/82649#M1920,"Hi,             Does anyone know the new login details for the T46G phones? After the latest firmware update default admin password no longer works so we are all locked out of phone's web admin site so we can't make changes to our address books, load new ringtones etc. I have tried asking BT but keep on hitting a brick wall. Maybe someone in here knows? Our firmware is 28.80.179.11 ",23,Dec,2019,13,mask2082,viop
19,BT One Phone,https://business.forums.bt.com/t5/Phone-system/BT-One-Phone/m-p/82636#M1917,"I was recently contacted by BT to tell me that the BT Cloud Phone system my business uses was going to be closed, and that we needed to switch to BT One Phone. We are part way through to the switch, but having looked over BT One Phone further it is nothing like what was sold by BT, it is seemingly based around mobile use which we don't require, and has none of the features of the current Cloud Phone system.             Is it correct that the previous BT Cloud Phone is being closed, and if not why have we been moved? ",16,Dec,2019,14,stephenpotts,viop
20,Moving phone number to new location,https://business.forums.bt.com/t5/Phone-system/Moving-phone-number-to-new-location/m-p/82625#M1914,"Hello,                    My company has two premises and I want to move the phone number from one premises (place 1) to the other (place 2). Our phone line at place 1 is with Virgin Media  we no longer need a line there but we want to keep the number and transfer it to our line at place 2. Our current line at place 2 is with BT and we want to renumber it with the current line at place 1.             I've been trying to sort this out for months but different BT representatives tell me different information or don't reply to my emails. I've made two complaints to BT about poor customer service but haven't had a reply to either of these. What I gather, however, is that I will need a digital line in place 2 in order to maintain our business number.             Has anyone had any success doing this?      Can any BT representatives talk to me who will give me clear information, will answer my questions, and will follow this through to conclusion?             Thanks! ",10,Dec,2019,11,VOX,viop
21,Early termination charges on BT cloud phone,https://business.forums.bt.com/t5/Phone-system/Early-termination-charges-on-BT-cloud-phone/m-p/82610#M1912,"I made a big mistake - signing up to BT Cloud Phone for 4 licences in the last few months. I find the BT Cloud Phone system really tricky to configure (despite good support) and I don’t like the way they allocate random direct dial numbers. I have learned that there are better and cheaper phone systems for small businesses out there. Then I tried to cancel early. The early termination charges they want to levy are punitive - £1,526!! (Not sure if that includes my broadband, which BTW I’m happy to keep). So what about the contract? I signed nothing, it was an oral contract made on the phone and the early termination charges were not brought to my attention. Anyone else had this experience? Looking forward to spending hours on the phone trying to sort … or alternatively if someone from BT can contact me to sort this out, I would be very grateful. ",07,Dec,2019,14,nigeldturner,viop
22,Lifx doesn't connect to cloud with BT Routers.,https://business.forums.bt.com/t5/Phone-system/Lifx-doesn-t-connect-to-cloud-with-BT-Routers/m-p/82461#M1902,"class=""_3xX726aBn29LDbsDtzr_6E _1Ap4F5maDtT1E1YuCiaO0r D3IL3FD0RFy_mkKLPwL4""    class=""_292iotee39Lmt0MkQZ2hPV RichTextJSON-root""   P class=""_1qeIAgB0cPwnLhDF9XSiJM"" I have a lifx white 800 and it doesn't connect to the cloud, effectively rendering all useful feature of the bulb broken. This according to lifx support is because I have a bt router - the main broadband supplier in the U.K. Lifx say its a bt problem, but I'm not convinced as I've opened ports and placed the bulb in the dmz. So my advice is don't buy a lifx bulb if you have bt broadband. I hope the situation changes in the future.               class=""_1hwEKkB_38tIoal6fcdrt9 ""    class=""_3-miAEojrCvx_4FQ8x3P-s"" ",01,Nov,2019,10,MazukFarnas,viop
23,BT Cloud Phone - Cannot End Unanswered Call,https://business.forums.bt.com/t5/Phone-system/BT-Cloud-Phone-Cannot-End-Unanswered-Call/m-p/82439#M1894,"I have just started using testing BT Cloud Phone app on PC.             When I call my mobile from my desktop, the call connects fine.             If I answer the call, I can end the call by pressing the red button in the app, no problem.             However, if I do not answer the call and press the red button to end the call, the Cloud Phone app returns to the Dialpad (slowly), but the call is still connected and my mobile continues to ring.             The call then runs to voicemail on my mobile, where a blank message is recorded. The message cuts off after 6 minutes once my inbound message limit is reached and presumably the call has ended.             Has anyone else experienced this problem and is there a fix for it? ",28,Oct,2019,12,gavinyeulet,viop
24,Unable to dial users public phone number,https://business.forums.bt.com/t5/Phone-system/Unable-to-dial-users-public-phone-number/m-p/82318#M1883,"Hi, we have 2 sites setup, but we are unable to call any of the public numbers assigned to all the users in one site.  Any idea's? ",26,Sep,2019,13,MikeM,viop
25,One extension cannot transfer to one particular extension,https://business.forums.bt.com/t5/Phone-system/One-extension-cannot-transfer-to-one-particular-extension/m-p/82157#M1875,Hi people. New here. Thought I'd give this a go. Hopefully some kind soul can help.             Please see subject line             Some kind of subjective Do Not Disturb at play?             Cheers             Gavin ,25,Jul,2019,16,GRR,viop
26,BT SIP Trunk,https://business.forums.bt.com/t5/Phone-system/BT-SIP-Trunk/m-p/82129#M1871,"Hello all,             Can anyone confirm if there are plans by BT to stop offering the BT SIP Truck service?             Jasper ",18,Jul,2019,07,jasper555,viop
27,BT MAPI Bridge Issue,https://business.forums.bt.com/t5/Phone-system/BT-MAPI-Bridge-Issue/m-p/82011#M1865,"I have a BT Softphone App for which I have an Outlook Add-in installed. Since installing the MS Windows 2010 Cumulative Updates the other week (KB4505056) and (KB4497934), when starting my Surface and launching the Softphone App, I am asked for my MAPI credentials which I enter (selecting 'Remember my credentials'). Outlook then asks me to do the same. It is doing this every time I reboot. I have tried an Online Repair for Office 365 and I'm still experiencing this issue. There have also been Office updates in the intervening period. I have also uninstalled and reinstalled the BT Softphone app, all to no avail. I think that the answer might lie in the Windows Credentials Manager. I have tried deleting one of the Office credentials there and that didn't help. I don't want to edit the Windows registry if I can avoid it. Does anyone have any suggestions. Many thanks in anticipation of help. I have tried opening a case on the Softphone Helpdesk, but that didn’t bring a solution. ",06,Jun,2019,18,TrevorF,viop
28,Headset no longer working on BT VOIP phone since changing Router,https://business.forums.bt.com/t5/Phone-system/Headset-no-longer-working-on-BT-VOIP-phone-since-changing-Router/m-p/81821#M1852,My BT Router was recently upgraded to a BT Business Smart Hub.  From that point forwards (although I didn't make the connection until today) my Plantronics headset has no longer worked on the BT Polycom VVX 300 VOIP Phone.             As I thought the issue was with the headset I replaced this and the connecting cable but the problem still remained.  I then turned to good old Google and found out the headset may not be broken and that it may be an issue with the firmware or something else.  Can anyone advise?             Many Thanks ,26,Feb,2019,15,MCrossland,viop
29,Sip Credentials,https://business.forums.bt.com/t5/Phone-system/Sip-Credentials/m-p/81729#M1849,"Hi Have tried unsuccessfully to speak with some one about this. Have purchased a grandstream PBX UCM6202 I need the credentials logins to get it to work of course.      Cloud phone support were totally unhelpful said they don't support this device????? not asking them to support it ! but they supply grandstream handsets, so whats the problem??      Have trawled the web looking for an answer without any luck. So yesterday I called BT to cancel my new contract which I have just renewed.... (big mistake) To be told that no we can support that, its not a problem  don't want to lose a longstanding customer (nice to feel of value) transferred the call, in a que for 10 minutes another 5 going through security cant help wrong department! spoke to 5 different departments 5 lots of security lost the will to live after over an hour trying to get an answer or to talk with someone who knew what i was talking about.........      So pleasssssssssssse can some one help with this before i go out and buy a 4 + 18 switchboard and a bunch of 702As !!!!!!! and but the grandstream on ebay.      For the young ones out there this was the defacto system for any small business back in the day!      Thanks for your time      John ",17,Jan,2019,12,Johngaffney,viop
30,BT Inspiration system,https://business.forums.bt.com/t5/Phone-system/BT-Inspiration-system/m-p/80243#M1848,Hi everyone          I've inherited an Inspiration phone system with the building I've just bought. In spite of being switched off for the last 5 years it appears to be working. Using a standard 2-wire phone I can call other extensions but I can't program the system.          The previous tenant left some Featurephones but for some reason took all the PSU's.          I have the manuals but can anyone tell me what voltage the Featurephones need?          Thanks for any help. ,28,Jan,2018,20,Pjsaund,viop
31,Quantum,https://business.forums.bt.com/t5/Phone-system/Quantum/m-p/79817#M1845,hi does the bt quantum have a cdr client output like the bcm 50? thanks ,21,Jul,2017,14,lphasunray,viop
32,Personalise Voice Mail message,https://business.forums.bt.com/t5/Phone-system/Personalise-Voice-Mail-message/m-p/81437#M1632,"class=""lia-quilt-row lia-quilt-row-main""    class=""lia-quilt-column lia-quilt-column-20 lia-quilt-column-right lia-quilt-column-main-right""    class=""lia-quilt-column-alley lia-quilt-column-alley-right""    class=""lia-message-body""    class=""lia-message-body-content"" How can I personalise the voice mail message 1571 for my VOIP? ",14,Dec,2018,14,genebrecht,viop
33,BT Cloud Phone and MS Outlook,https://business.forums.bt.com/t5/Phone-system/BT-Cloud-Phone-and-MS-Outlook/m-p/81199#M1467,"I have very recently installed the Cloud Phone App on my MS Surface. In Settings, in the Contacts Page, I have selected the Outlook plug-in and clicked to View Outlook contacts and selected my Outlook profile. The plug-in then becomes embedded in Outlook as I would expect and the Contcats appear in the App. If I close Outlook, the Outlook symbol in the Taskbar shows that 'Another Program is using Outlook and to click the Outlook icon and select exit to disconnect'. However, after doing this, even with the Cloud Phone App closed, the Outlook symbol shows the same message. Also, if I restart or shut down the Surface, MS Outlook starts automatically without me opening it. Does anyone know if this is all as it should be, or is there a bug or configuration error? ",26,Nov,2018,11,TrevorF,viop
34,Setting up caller ID on Panasonic Cordless Phone,https://business.forums.bt.com/t5/Phone-system/Setting-up-caller-ID-on-Panasonic-Cordless-Phone/m-p/81148#M1464,"I have received a new Panasonic cordless phone for my new office - model KX-TG8182             I am looking to add caller ID to this but when I do this via the phone's menu, it says: You must first subscribe to Caller ID.             Do I have to contact BT to get this up and running? This is probably a very easy fix but can't figure it out for the life of me! ",08,Nov,2018,11,ssgalbraith91,viop
35,Porting number to existing SIP trunk,https://business.forums.bt.com/t5/Phone-system/Porting-number-to-existing-SIP-trunk/m-p/81117#M1461,"Hi,             We have an existing SIP trunk service from BT and want to port an extra number to it. We are being told there will be a charge of £395 for doing so. The BT price list shows a £0 connection fee for porting geo numbers. Is this normal?             Thanks. ",30,Oct,2018,16,lecomuser,viop
36,BT Cloud Voice - Live reporting,https://business.forums.bt.com/t5/Phone-system/BT-Cloud-Voice-Live-reporting/m-p/80958#M1458,"Hello,             We are just starting to move off of an old BCM450 currently sat on SIP over BTNET.             We currently run call monitoring and recording through a 3rd party via exporting cdr's. Doing this we are able to extract live information and it display it in wallboards for departments to monitor and react etc.             Signing up to BT cloud voice. I can't see anywhere where it says live reporting is included. Looks to me that it isnt and it relies on historical data.             Does anyone know if it offers the features that Cloud Phone does. I.E. Widgets, live reporting etc. Seems crazy that it doesnt do this.             Also another question which i probably already know the answer to.... Does the cloud system allow for cdrs to be exported so in a last case scenario we can carry on using 3rd party monitoring?             Thanks ",01,Oct,2018,16,loudnewbie,viop
37,BT Cloud Voice 'Configuration Error',https://business.forums.bt.com/t5/Phone-system/BT-Cloud-Voice-Configuration-Error/m-p/80543#M1449,"Hi, All of our office staff are getting intermitant erros when logging into Cloud Voice Desktop app, just says 'Configuration Error'.  If they try again it sometimes logs in, sometimes not.          Any clues as to if this is BT or an issue with us?  Its been working ok for months and all of a sudden this has started and there has been no changes to the router firewall configs. ",14,May,2018,08,MikeM,viop
38,Transition from regular phone line to BT Cloud,https://business.forums.bt.com/t5/Phone-system/Transition-from-regular-phone-line-to-BT-Cloud/m-p/80515#M1447,We have recently transferred over from a regular BT phone line to the BT Cloud service. This has taken since October November to sort out and we have been charged for ceasing the regular contract early. I was not informed about this on the original call and as we are just transferring from a BT service to another BT service feel this is extremely unfair. Has anyone else had the same experience? Obviously received the bill today and customer services not available until Tuesday....              Thanks in advance ,05,May,2018,11,1digitaluk,viop
39,HELP! Being told I have to migrate from Voip to Cloud but no other suppliers can take on my number,https://business.forums.bt.com/t5/Phone-system/HELP-Being-told-I-have-to-migrate-from-Voip-to-Cloud-but-no/m-p/80245#M1435,"class=""lia-message-heading lia-component-message-header""    class=""lia-quilt-row lia-quilt-row-standard""    class=""lia-quilt-column lia-quilt-column-20 lia-quilt-column-left""    class=""lia-quilt-column-alley lia-quilt-column-alley-left""    class=""lia-message-subject""    class=""dropdown-positioning""     I seem to have no choice but to stay with BT?            class=""dropdown-positioning""         class=""dropdown-positioning""     So this is the situation…            class=""dropdown-positioning""                             class=""lia-message-body""    class=""lia-message-body-content""   I own a small business and have had by landline with BT for over 10 years.             When I moved to a new office (in the same area, just up the road) I was told that moving the phone number wouldn't a problem. But when I moved in awaiting for BT to reconnect me I was then told that the phone number (was in a part of the cupboard that couldn't be moved - Yes I kid you not!)             ""No problem,"" said BT.  ""We will give you a new number and run your old number through our VoIP service and give you a new number to run the broadband through.""       This has all worked smoothly until BT decided to make all VoIP numbers go through their digital cloud system.      In fact, I was not informed by BT that they were going to stop this, they just decided one day to cut off this number, leaving my clients puzzled to why they couldn't phone me - constant engaged tone. (Thank you BT).             After being passed from dept to dept I finally managed to get the original number reinstated (but this is not for long I have been told). I have lost all faith in BT.             So please can someone come up with suggestions of how I can keep my original business number.             UL   LI Is the only way to put the original number (VoIP) through a digital phone (which I have to buy through BT) on my broadband router and then the additional number (that I did not want but had to have broadband through)   LI    UL   UL   LI Has anyone had any success leaving BT and successfully porting their VoIP Cloud number to another supplier - ie Vonage?    LI    UL   I am concerned that I am being told so many different things mainly being that no other supplier can take on my original business number (VoIP) and the only way to keep it is at substantial cost.             Reading on this forum it is interesting to see other small businesses facing exactly the same problems and being told the same mixed messages that I am.             I am concerned staying with BT is my only option.             Why in this day and age is this so complicated to keep my original number and surely there must be a simpler alternative.                    If anyone can answer or help I would be most grateful. ",29,Jan,2018,13,hecoloursuite,viop
40,BT Cloud Voice - Extra Local Numbers,https://business.forums.bt.com/t5/Phone-system/BT-Cloud-Voice-Extra-Local-Numbers/m-p/80192#M1431,"Hi,             My current issue with BT Cloud voice is that some extra local numbers I set up around October last year and were working fine, following a recent BT platform migration upgrade are not working. I have spoken to support and they will get back to me tomorrow and hopefully it will be sorted. But in the meantime, I wondered if anyone had found the same problem.             I just wanted to make some general comments about BT Cloud Voice and how we have found it since moving over from ISDN.             ISDN served us well for many years, but was not perfect. Features like call recording and logging were either not possible or very expensive to setup. Downtime could also be an issue. I can remember losing all phone for about 3 days and then sorting it out and being contacted by BT to say they had put us down for cancelation of our lines. I got to it before the lines were canceled but this was a very stressful time indeed and completely unnecessary. If I did not know better I would think someone in our BT Local Business centre took a disliking to me and put us down for cancelation.             I have BT fibre and use all BT equipment to avoid the 'it not us guv' senario.             If you are thinking of going over to BT Cloud Voice, in general, I can say it is very good, but you should expect a bit more downtime. The problem is that BT Cloud Voice is only as good as your internet connection. We get about 75 meg download and 20 meg upload so should be plenty for the five phones and five computers we use.             We use a call overflow company and one strange issue we have that continues is every now and again the phones will not ring in our office but will go through to the overflow. At least the phone does get answered but this does seem to be a problem level 1 BT Cloud Voice support cannot get to the bottom of.             I am concerned that BT Cloud Voice uses a blend of software suppliers to work. I think I noticed there is an American company supplying much of the software needed. I don't think this makes it easy for BT Cloud Voice support to get issues resolved quickly.              Another migration issue I had recently caused problems with our office 365 licenses. Email aliases were migrated into full email addresses. This produced a bill around the 1500 pound mark and I had to claim it back from BT.             BT also seems to suffer from a blend of login interfaces and accounts. Some of my contact details from 20 years ago are still showing and cannot be updated. If this is general this again must cause massive problems for those poor employees trying to deliver support.             If anyone has had similar problems and knows how to resolve please let me know. I would also like to know if failover using a mobile connection is possible?             Thank You! ",07,Jan,2018,11,paulclarke2010,viop
41,Hosted Voice and Broadband Voice migration,https://business.forums.bt.com/t5/Phone-system/Hosted-Voice-and-Broadband-Voice-migration/m-p/80187#M1430,Hi    &amp n ,04,Jan,2018,12,markp,viop
42,"Been migrated to cloud from voip, HELP!!!",https://business.forums.bt.com/t5/Phone-system/Been-migrated-to-cloud-from-voip-HELP/m-p/80173#M1427,"I own a small family memorial masonry business which has been established for over 150 years, it is very well known in the local area and as you can imagine I mainly deal with elderly people who like a simple, easy service whenthey come to that time in life where they have to deal with losing a loved one and coming to me to buy a memorial. My company phone number is older than I can remember and this is where my biggest percentage of work comes from.      So, when I had to move premises a few years ago BT told me that I couldn't transfer the number as it was a different exchange area, about 300 metres down the road from my old premises!      The only other thing they offered sold me was a voip service where I would need:      UL   LI a new phone line number   LI   LI broadband   LI   LI porting of original number   LI    UL   Feeling cornered and this being my only option I agreed and accepted even though it was a lot more expensive than a simple phone line like before.      When set up this all worked fine so I have continued with this method up until recently.      BT CLOUD PHONE!!!      A few months ago BT called me and said they are stopping their voip service and are migrating everyone on to the cloud service. Again this got sold to me as I got told this is my only option of keeping the original company number, also telling me how brilliant the new cloud app is and saving me a little bit of money I had to accept again.      When setting the cloud up I couldn't believe that me the paying customer had to do it all myself and BT do nothing apart from guide you on the other end of the phone when they don't really know your circumstances.      UL   LI Elderly people call the original number and it does not even have a normal ring tone sound, it plays music which instantly makes them think they have called the wrong number and they hang up.   LI   LI The settings keep changing on there own in the app, I set it up to call me on my mobile when someone rung the office over christmas and a week later it had just decided to cancel everything I had set up on the app.   LI   LI It is not needed for a one man small business.   LI   LI It is causing me to lose business through no fault of my own.   LI    UL   I have some big concerns with the cloud phone app for my business but over all my biggest question is:      Surely in this day and age there must be a simpler way for me to keep my original company number rather than all this what I have ended up doing?      If anyone can answer or help I would be most grateful. ",02,Jan,2018,09,ull24,viop
43,Alternative to BT Falcon &amp; Broadband Voice,https://business.forums.bt.com/t5/Phone-system/Alternative-to-BT-Falcon-amp-Broadband-Voice/m-p/80074#M1418,"Currently (Nov 2017) successfully use a BT Falcon VoIP handset with BT Hub 5, a low cost method of making telephone calls. The Falcon is assigned a VoIP telephone number, with a local dialling code alias for incoming calls. That geographical number is separate from my landline telephone number.             BT have stated Broadband Voice will cease on 1st Dec 2017.             Can anyone recommend an alternative low cost solution, please ? I'd like to keep at least the local telephone number and would prefer not to have to use a headset microphone connected to a computer. ",08,Nov,2017,21,joh,viop
44,BT Cloud Phone Apps NOT Working,https://business.forums.bt.com/t5/Phone-system/BT-Cloud-Phone-Apps-NOT-Working/m-p/80021#M1415,Hi have installed the BT Cloud phone App on to date 5 different Android phones - the last running Android 7 - On every phone  the app fails to repsond to an incoming call when in sleep mode - you will not know that there is an incoming call.             I have now purchased a new Iphone 6s to replace my Iphone 5 which has been running the Iphone BT Cloud app for over 17 months without any problem. However on the iphone 6s the  BT Cloud Phone App will not work - it will only work when the app screen is activate.  I have contacted support who are aware of this issue - how long they have been aware I don't know.  So at present it would appear that BT are adverising a product that they clearly understand and know does not work - I look forward to hearing from BT on an update as to when we can expect to get the service we pay each month for. ,16,Oct,2017,12,basetrack,viop
45,BT Cloud Voice,https://business.forums.bt.com/t5/Phone-system/BT-Cloud-Voice/m-p/79950#M1412,"Hi,              In the process of migrating a customer over to BT Cloud Voice  just want to confirm that we dont have to puchase the hardware (handsets) from BT? I am getting conflicting messages.              The customer has researched and wants - T46g handsets which BT offer, however they have found them £40 cheaper. so dont want to buy the handset from BT, and will order them else where.              Local Business say this is not allowed.       Online Chat says this is allowed.              Forum says???             Any advice is welcome!!             R ",12,Sep,2017,16,Razza,viop
46,Cloud Phone number porting woes,https://business.forums.bt.com/t5/Phone-system/Cloud-Phone-number-porting-woes/m-p/79861#M1409,"I've used example phone numbers to try and keep this simple !           We have a land line (fast broadband) with broadband, tel. no 333             Office manager buys Cloud Phone with 2 handsets, tel number 888             Plug the Cloud Phone into BT hub (on 333 number), set up no problem, everything works, redirects etc. Broadband continues.             Request a number port so that our main office number (333) is transferred to be our Cloud Phone.             No problem say BT we'll send and engineer in to install a new line which you plug your BT hub and Cloud Phone ina nd then transfer the number !      Why I said, because thats the way it is done say BT !           I'm struggling to understand why we need a new line when we already have a line with Broadband, Cloud Phone etc and just want a number port. Surely this is a software switch at the exchange ? can anyone explain why, because the BT help desk can't.             Regards,             David ",08,Aug,2017,17,g,viop
47,BT Cloud transfer Shambles,https://business.forums.bt.com/t5/Phone-system/BT-Cloud-transfer-Shambles/m-p/78001#M1396,"We were phoned by BT to change from our ISDN to a BT Cloud Phone system.  It appeared to be a good move forward especially as we were told that all services would be forced to move over the next 5 years anyway.  We have had nothing but trouble with the transfer and I would not recommend it to anyone.  At present the benefits do not make up for the problems.  It looks like we are beta testing the system (maybe alpha testing) for BT.  Some of our problems include       UL   LI The system has to be configured from scratch, there is a bit of help to start with but after that it's a case of phone up and wait in a queue to ask a question.     LI   LI The Tech support is of patchy quality   LI   LI There appears to be no manuals for the system   LI   LI We bought 3 desk handsets so we could operate like the old system as well as the new mobile features only to find that they are all one extension so we have a company extension and all transfers have to be to mobiles   LI   LI BT have not sent us a bill since we moved from ISDN (3 months ago)  we can not access the new bills on line, we keep getting treats to turn off everything, BT repeatedly promise to post a bill so we can pay it but it never happens, all we can do is waste time phoning up getting them to find the bill and pay it with a credit card, we get no receipt or VAT invoice.   LI   LI We were charged a massive amount of money for cancelling our ISDN mid contract and it took a lot of time for BT to accept that we had not cancelled any numbers, BT had migrated us to another service.   LI   LI By Default the system will not allow the making or receiving of international calls.  We had an employee working abroad who couldn't be contacted and who couldn't phone us at the time.  Also customers couldn't get hold of us.  This is a business package surely the default should be allow all calls in all directions, how do BT think businesses operate?   LI   LI We continually get emails about missed calls that never actually rang our phones.   LI   LI We have internation numbers that continually can't or don't get through and we get missed calls emails, these could be new customers but we can't find anything wrong in the settings.   LI   LI When we get BT Support to get involved and they make changes we tend to end up with previously functioning things not working.   LI   LI The superuser can not change users address books or push contact numbers and names into the address books, we have to log into every user in turn and add the details.  On the ISDN system we had system address book and personnal address books.   LI    UL   This is just a fraction of the issues.  If you are thinking about transfering then ensure you have a lot of time set aside to play with the system and be prepared for the loss of important calls in the process. ",31,Aug,2016,10,SimonUK,viop
48,BT cloud issues - resolved with new router,https://business.forums.bt.com/t5/Phone-system/BT-cloud-issues-resolved-with-new-router/m-p/77966#M1393,"We switched over to the BT cloud phone system around March this year (including a switch to BT business broadband) and have had constant issues with call quality, calls dropping, unable to put people on hold due to a one way voice issue, etc..             Issues were reported to BT and although people looked into it, no body seemed to find the cause for them.             So I decided to have a look myself and decided to replace the BT home hub 5 with an Asus     RT-AC87U and the older style BT openreach modem.                      Since switching we have had zero issues. Call quality is near perfect, calls haven't dropped and we can finally now put people on hold safe in the knowledge that when we come to taking them off hold, we can continue the conversation.                      Just thought I'd post this to hopefully help others who may be having the same issues. ",15,Aug,2016,08,Jam0r,viop
49,Number porting,https://business.forums.bt.com/t5/Phone-system/Number-porting/m-p/77955#M1391,"Hi, I've just been looking into upgrading our broadband. During the conversation with the sale person I said we have 2 voip numbers, one of which has a geographical number attached to it. I was told by the sales person that we could keep the fax number (voip without geographical number on it) but we couldn't keep the geographical number on the other line. Why is this? ",10,Aug,2016,11,Paddy78,viop
50,PDF files issue,https://business.forums.bt.com/t5/Phone-system/PDF-files-issue/m-p/77869#M1380,"I'm trying to recover a folder with some critical data that was damaged or corrupted, likely by a virus. It’s a 10GB folder that contains PDF documents. None will open, and each report that the format of the file is invalid and or does not match the extension.          I'm looking for the best tools or services, free or fee-based, that will give me the best chance of recovering at least some of this data.          Error message is attached.  IMG src=""https:  business.forums.bt.com t5 image serverpage image-id 1000i491401B69931F469 image-size original?v=v2&amp amp px=-1"" border=""0"" alt=""PDF-ErrorQ9.jpg"" title=""PDF-ErrorQ9.jpg"" ",13,Jul,2016,15,StevenMiller,viop
51,End of VOIP services,https://business.forums.bt.com/t5/Phone-system/End-of-VOIP-services/m-p/77647#M1360,In a call to the helpdesk I was informed that BT is to stop the standard VOIP - Business Broadband Voice service in a few months time.               I have not had any email communications to confirm this even though there is a claim that users have been informed - we have not.                    1.   When will the VOIP service finally be terminated?             2.  How much notice will be given?             3.  What are te low cost alternatives to the service.             4.   I have one line provided as part of my Business Broadband service - will te charges be reduced? ,27,May,2016,11,MHC,viop
52,BT Cloud Voice and iphone,https://business.forums.bt.com/t5/Phone-system/BT-Cloud-Voice-and-iphone/m-p/76997#M1334,"Just had Cloud Voice installed. when answering an incoming call on an iphone 5 or 6 I have to swipe and then put in the PIN before I can answer it. this takes several  seconds, Is this correct? I expected to be able to answer or decline the call without that procedure ",03,Feb,2016,18,KCH,viop
53,Linked tables corrupted Access 2007,https://business.forums.bt.com/t5/Phone-system/Linked-tables-corrupted-Access-2007/m-p/76654#M1330,"I have been using an access database for some years now, it comprises of a front end called sitecal.mdb and has a backend which I think are all linked tables called sitedata.mdb      Last week the sitedata.mdb which contains the linked tables crashed and I now get the error      Unrecognized database format c: sitedata.mdb      Is there anyway of recovering this?? ",17,Jan,2016,13,mingo,viop
54,Avaya IP Office,https://business.forums.bt.com/t5/Phone-system/Avaya-IP-Office/m-p/76070#M1322,I had the IP office system on my pc. The pc has now been moved to another part of the room. I have a new pc &amp amp  would like to add the program. I have the initial disc to load this but there seems to be a broken link. On the initial pc there's an issue accessing the network although everything else works on the network. How do I resolve this please. ,23,Oct,2015,13,BaileysTopsoil,viop
