headline,reviewBody,Author Name,Published Year,Published Month,Published Day,Review,SA Negative,SA Positive,Review Case
Sales team have let me down repeatedly,"I have been repeatedly let down by BT. On multiple occasions what salespeople have told me to get me to buy or renew a service has turned out not to be the case. When I first joined the salesman sold me a package that didn't even exist! When I complained and BT realised I wasn't going to go away, they eventually admitted they were at fault and honoured the offer, but I had to fight to get it. I have had other problems since then (basically every time I renew my services). The most recent is that when I last renewed I did so only because the salesman told me that my prices would only go up once a year and that would only be by the CPI. Why did I believe him? I recently got an email saying my prices are going up by CPI + 3.9% - that is 7.5x more than if it was the CPI only increase I was sold. Quite literally the worst UK company I have ever dealt with. They do not deserve to hold the title ""British"". My advice is, whatever service you're searching for, look elsewhere.",Gavin Owen,2021,3,22,1,0.089,0.033,Negative
"The cost of being ""On Hold""","The customer service has steadily declined. We have been with BT for the past 20 years & never have I been treated in such a bad way. I have spent a total of over 6 hours just on hold trying to sort out their problem.  The icing on the cake was being told by the BT automated phone service to phone a cretain  number to speak to the required person & the number turns out to be a PREMIUM RATE number, it cost us £18.00 just for the privilage of being on hold. For a high priced product they certainly do not deliver. Suffice to say we are moving to bOnline.",Gama,2021,3,22,1,0.058,0.059,Positive
What an absolute nightmare,"What an absolute nightmare.   Held on and got cut off twice after holding on for over 50 minutes.  New build address it seems causing issues.  Engineer cancelled because of this but didn't inform us. Now we have to put in a completely new order. I'm sure in this high tech world, a new build phone line contract would take into account new addresses on site for your company?",Carol Sutton,2021,3,22,1,0.044,0.043,Negative
What an absolute disgrace of a company…,What an absolute disgrace of a company you are!!No offer of help whatsoever to small businesses that have been closed due to the pandemic...you just keep on billing like nothings happening in this world.,Simon Fiori,2021,3,22,1,0.082,0.148,Positive
"Run, run away from BT, fast.","No communication within the company. No one reads notes on accounts. Do not use the text service as they don’t relay messages so they still take money from you. Lie about the amount you pay by amending bills on my bt so they don’t correspond with how much you actually pay (bill on BT said £27.00 but they were taking £53) trick you into contracts. Share your information to Ex. Then when you told them twice and they tell you that they have notes on your account to say not to charge you and you make sure it’s all documented they still take the money (over £300+) you ring to ask why when you confirmed twice and used their text service to confirm that they won’t take the money and in fact owe you money, they said that it was my fault for not ringing them and it would take at least 5 days to give the money back, when you’ve already explained countless times you don’t have any money due to illnesses and two disabled children. Thanks so much BT hope you’re proud of yourselves. Perhaps you should be paying attention to the reviews and learn from them.",Rose,2021,3,22,1,0.067,0.082,Positive
What a disaster...,"Moving into a new flat , where the previous tenant was using BT before she moved out days before us. We also chose BT as it seemed logical and I thought it was a trusted company. Went through online process , chose the 18th of March as it was the earliest date (this was on 8th March) and completed the order. Our router arrives a day early (17th) which is great , our internet will be activated the next day so we are all ready to go. An engineer is booked to show up between 8am-1pm and get us all up and running (not sure what he had to do). Anyway, 1pm comes and no engineer so I call BT. They tell me there’s been a “glitch” and the issue lies with Openreach , which may I add is owned by BT. So he tells me in 24 hours I’ll hear back from the openreach team. Not ideal but ok. 24 hours passes, nothing. I ring BT again. Again, I am told 24 hours. After questioning why I’m being told the same thing again, I get put on hold and then get told I will get a call at 9pm that night. Strange but it’s better than nothing I guess. 9pm comes ,no phone call as expected. Saturday comes and I finish work at 6pm, head home and go about my usual daily routine of  ringing BT about the internet I should have had days ago. Again, I’m told the classic 24 hour joke. I get an email the next day saying I’ll have an update on Monday ( 22/03). This time, I do actually receive a call for once (glad to see they are finally making an effort in this relationship) but yet again they pull the timeless classic , “you’ll hear back in 24 hours”. If by tomorrow I STILL don’t have an answer, I will be looking elsewhere. This is beyond a joke at this point. I just want internet!",Will Leadbetter-Smith,2021,3,22,1,0.042,0.059,Positive
Waste My Time,"What an awful company, representing BT Local Business was Cutler Communications Ltd. Ordered a Line in November, messed about, lied to on communication, no updates. Had to chase them all the time and ended up cancel it in March and go with a different provider for my 1GB Line. Order had an estimated 70 days on it. I have fibre in the building the site survey in January classed it as a quick win..... Was well over 100 days since the order before I cancelled. False promises and poor communication from their CEO Gary Palmer and from their sales team in particular Liam Palmer. Avoid at all costs, save your time and go with a more professional company who appreciates your business.",Dave South,2021,3,22,1,0.145,0.083,Negative
Moved my internet and phone package…,"Moved my internet and phone package today without any issues. Was concerned about changing provider due to the amount of smart TV's and Alexa apps etc involved, however change over was exactly on the date initially provided and the set up and switching of all smart products very easy. Recommended",Andrew D,2021,3,22,5,0,0.188,Positive
Recently renewed my contract on the…,"Recently renewed my contract on the basis of a negotiated monthly fee and the promise of an ""upgraded"" You View box.  A bag was sent to me to return the old box (with threats of penalties if I didn't return it!). After a few days I rang B.T. to enquire what had happened to the upgraded You View box, and was advised that there wasn't a record of my being entitled to one!I feel totally disenchanted with B.T. customer service, their failed promises, and complex tariffs. I can't wait for my new contract to end so I can find a better provider without having to pay extortionate penalties.",Andrew Skynner,2021,3,21,2,0.055,0.109,Positive
Business first.,"Throughout the week, day after day, I was getting emails in the evening and text messages in the morning that it would be good for me to personally wait for a tech expert's visit. On the appointed date (after waiting for one hour), instead of a visit, someone called and asked about the condition of my internet. The caller did not consider it appropriate to introduce himself. The only thing that interested her was where I have a phone contract and how much do I pay? I have been a BT customer for several years and this is the first time I have been subjected. I am seriously considering resigning from a company that so disregards the client. I do not expect an apology or redress. I am describing the above as a warning to potential clients.",customer,2021,3,21,1,0.088,0.042,Negative
Website was designed by a team of…,Website was designed by a team of conplete morons. They constantly alter speeds at busy times from local exchanges to handle loads instead of using their profits and adding more.They allways tell you to use their speed test which never works or gets stuck at 99% and if it does work just gives false details.Call them and theyll test to the exchange and not gove a damn a out speed to your own address.Oh and as you can see from their 1 star rating and lack of replys they have 0 inclination of fixing these issue.Dont worry in few years when Musks satellite array is up these scumbags will be begging for your money.,phil spencer,2021,3,20,1,0.081,0.044,Negative
Unbelievable,"Unbelievable, utterly utterly unbelievableMoved house and arranged for phone Internet etc to be moved over. They sent a faulty mini hub (it was concluded faulty after 3 and half  hours on the actual phone with customer service reps., excluding waiting time)I then wasted another 4 hours on the phone with various people, pleasant on the phone at the time guaranteed all has been sorted a replacement would be with me the next day. Never happened. Never never happened.Avoid BT at all cost!",Great Food,2021,3,20,1,0.094,0.059,Negative
Aiden nice Aussie bloke - Good Service,Aiden nice Aussie bloke. Very good service. Spot on with commitment and tone. Really keen to help and resolve the query,Hussein Habibi Azzan,2021,3,20,5,0,0.531,Positive
A communication company you can’t communicate with,"I can’t even get started!Went online to look for a broadband package.All that comes up is ‘you can get a 4G package’There is no package to click through to, no link to be able to purchase anything, and trying to find out how to get in touch takes you round and round in circles, and back to the page that says ‘you can get a 4G package’.It doesn’t give you any contact details. Ridiculous!",S Smith,2021,3,20,1,0.1,0,Negative
Wrong everything,"When a family member passed away, the business had to be closed. BT have consistently got addresses wrong, details wrong and hounded for payment when they were informed that we were going through probate and said yes that is OK.  They are absolutely 💯 useless. They can't even get their own phone number correct on a letter, leaving one digit out. Very stressful.",customer,2021,3,20,1,0.177,0.095,Negative
Incompetent & Bullies,"Incompetent & BulliesWe tried to join BT 8 months ago, however they reported a fault on the line. Whilst they corrected the issue they sent us a free sim card to use, however it did not work with any of our devices. They are now trying to charge us for this sim card and their money recovery team are harassing us for payment. We have tried to resolve this issue 4 times but are still getting payment notification letters.We are now following this up with the ombudsman.",Mr More,2021,3,20,1,0.07,0.063,Negative
They are really good,They are really good. Customer service has always been excellent. Moved home and the new home didn’t have BT so broadband would take a couple months to install which is understand so bit sad I had to switch to virgin as I have been with BT for ages and their customer service is excellent. Their mobile service is so good too! Really do recommend and wishing them all the best,Saif Khan,2021,3,20,5,0.04,0.269,Positive
TERRIBLE TERRIBLE CUSTOMER SERVICE!,"TERRIBLE TERRIBLE CUSTOMER SERVICE!! The telephone adviser as No Manners and No Respect for customer. Compliant was closed after an hour and a half, had to make a new case. BT just fogs you off with money when all you want is just decent customer service making you feel not like an unpleasant thing you stepped in!! Just a shame a once proud company like BT as come to this. Shame on you BT. Would give a lower rating if it was possible!!",Richard Patrick,2021,3,19,1,0.26,0.099,Negative
i would give no stars if i could,I rang BT to organize a new line to a new build house on 11.1.21. They sent two engineer out on 1.2.21 to change BT connection box .  When they knew it was a new build and has not got cable to land. 19.3.21 30 calls later and still no further forward . They are rubbish who knows when i will get BT line.,Ms Dawn Ireland,2021,3,19,1,0.038,0,Negative
It would appear I am in the minority.,"It would appear I am in the minority.After moving to the countryside and having many issues with my previous provider, I took the plunge to use BT (fibre). For the past 2 years the internet has been constantly fast, and not had a single outage in this time.I have recently received a few emails saying it is time to renew as my 24m contract is coming to an end. The link took me to a page that showed the current packages, but I felt they were asking too much money. Yes they will provide me with 'Halo 3' with it's amazing connection promise............but my Halo 1 has never dropped the connection.I used the chat feature and verry quickly found out these are the 'new customer' prices, and because it was a renewal I was able to get a discount. So I decided to treat myself to the Fibre 900 package. The paperwork was all done online whilst on the chat with the adviser and within 10 mins the new package was all set up and the new hub will be sent out to arrive next week before my switch over.I have recently experienced terrible customer service from a couple of companies, so for this one to get it so right it has renewed my confidence that there are still some good companies out there",Motion Technical Services,2021,3,19,5,0.018,0.091,Positive
So I have had 4 text messages now…,"So I have had 4 text messages now saying ""Hello, BT here.Thanks for claiming your GBP 80 BT Reward Card.We'll send it in the post shortly""9 months and still waiting! Do not fall for this con when taking out broadband!",GAVIN CADDICK,2021,3,19,1,0,0.104,Positive
"Slow broadband, bad products, bad customer service.",I have had 2 out of 3 customer service agents who were rude and didn't know what they were talking about.The main problem has been broadband speeds being between 20MB/s and 52MB/s while paying for 74MB/s. There terrible product only guarantees 34MB/s (so it shouldn't really be advertised at 74). I have yet to receive anywhere near this advertised speed.The router they have provided is awful and needs resetting every week or so to maintain even moderate speeds.I am stuck with BT as Virgin is not in my area as I am in a new build home. as soon as Virgin is available I will be switching. 8+ years of consistent broadband speeds with Virgin and now I have to deal with a terrible and inept BT service. Awful.,Michael McBride,2021,3,19,1,0.15,0,Negative
BT are an absolute disgrace of a…,BT are an absolute disgrace of a company they are could enough to take your money but the after sales is absolute appalling I have now decided to report BT to trading standards and to the Government watchdog,Rhys hughes,2021,3,19,1,0.136,0,Negative
British Trashcon,"I, and family members have had scam calls about BT account, have tried reporting, even have Tel No. BT not interested, no email address, and I have call barring, but does not stop themBT just not interested because of monopolyDisgraceful by BT, but at least someone is concerned:Dear Mr Hall,I am sorry to hear you have been a victim of crime. Thank you for taking the time to report to Action Fraud. Your report has been sent to the National Fraud Intelligence Bureau (NFIB) for review.Experts at the NFIB will examine the information you provide. Where possible, the information is also matched against other available data in order to enrich and corroborate the details of the fraud. An assessment will be made as to whether there are viable lines of enquiry that would enable a law enforcement body, such as the police service, to investigate. The NFIB aim to provide you with an update on your report within 28 days.Please be assured that by contacting us you are giving the police vital information they need to protect you and others. The information you have provided may be used to disrupt criminal activity and inform prevention advice and campaigns.You should keep safe any evidence which you feel may be important. We continuously assess the content of individual and linked crime reports, if you set up an online account, you can use this to add additional information.If you have any queries regarding this letter please . If you would like more information on how to protect yourself from fraud and cyber crime, please see the guidance We value your feedback, please visit this link REMOVED BY TRUSTPILOTAnother BT SCAM call from 03330162000 threatening to cut me off BT not interested in their customers,despite me being ex-directory and having call-barring. British Trashcon🤦‍♂️I have called 0800800150, twice this morning 20th March for 14 mins and at the moment 11.21 minutes, just boring “we are experiencing........B. ritish T. rash. Maximum extraction from Customers, and minimum input, your deliberate ploys of skeleton crews are shameful, deliberate non availability of email address is a national disgrace and I am going to get my MP to ask a question in the House, why you are allowed to continue.You bring shame on what used to be a proud Company",alan hall,2021,3,19,1,0.186,0.111,Negative
Don’t buy bt broadband I bought now I stuck with poor internet service,Don’t buy bt broadband  I bought in last year May 2020 since that we face trouble with internet service I call them in customer service more times but they just book engineer for visit when they come they don’t do any thing I m in really stress because I m working from home it’s so difficult 😞 I’ll request to all people who think to join  BT please don’t because its not good still today they send engineer  again and still not working it’s so awful we requested for cancel the contract but they are telling me termination fee it’s them fault not our please don’t join bt I got all ph records and video as well so many times it’s gone off again I call them today as well they said oh we book engineer on Monday and let see what happens this the 8 TH visit  engineer come today morning 19th March and that engineer didn’t do anything since week we are without internet,Kirti Patel,2021,3,19,1,0.134,0.091,Negative
Had fault ie no Internet at home,"Had fault ie no Internet at home, engineer came out and told us fault was not in home but outside and another engineer would come in a few days, that never happened and bt told us the problem was resolved, not true. We spent 1hr 20mins on phone to book another engineer, never turned up, then spent another 1hr 20 on phone promising an engineer would come out today, just had email say fault resolved, it isn't no engineer has been, try and call all numbers for bt and can't speak to a human. The worst service. Disgusting. I just want a person to fix our service which we are paying for. Not a positive thing to say about them.",Consumer,2021,3,19,1,0.227,0.064,Negative
Avoid,0 out of 5 stars,Sat Bhatti,2021,3,19,1,0,0,Positive
Worst company EVER!,"I really don’t have the time or the energy  to type this review after another hour and a half on hold with BT! I have been trying to get an internet connection and landline since October 2020, over 6mths! Try home schooling two children with no internet BT...oh no, I forget, you don’t care! I have NEVER in my life dealt with such an appalling and incompetent company and would recommend you to nobody!",Katie ,2021,3,18,1,0.16,0.095,Negative
Absolute joke.,"Absolute joke.Phone help desk is permanently busy for 12 hrs a day.Had an appointment to install their service lost a days money due to waiting for them to meet their confirmed 8-1300 installation slot didn't turn up, no notification . Couldn't get thru after 5 x 30 min waits .Absolute crap  service !!!!!",mark jennings,2021,3,18,1,0.111,0.084,Negative
After 2 months of trying to signup for…,"After 2 months of trying to signup for broadband, I've given up.They originally told me I would be connected in 10 days.10 days came and went they didn't contact me. My equipment arrived but it was missing a wireless plug to connect my TV.BT took £20 payment out of my bank account.The router still didn't work and gave me a signal to say no connection.I phoned BT, I was on hold for a total of 50 mins and spoke to 3 people before someone said they would call me back, and they said they would send me my wireless plug.30 mins later they called back, the engineer had found a fault with the wiring and they would need to go under the road to get it fixed.The problem here is they need planning permission from the council to block half the road off, this could take a while to get. They would call me to keep me up to date.Two weeks later, I got a phone call to tell me they had permission from the council, they can close the road in three weeks, they set a date.I also asked about my plug which had not turned up. She would look into it and make sure it is sent out.The date set for the road works came and went, no engineers turned up. My wireless plug for my TV connection still has not arrived.A day after the date set, I still was not connected.I put in a complaint online about all the messing about I have had.Two days after the work was supposed to be done. I thought to sod it and cancelled my account online.Funny enough the next day open reach came to fix the problem under the road.I also strangely got an email apologising for the delay, the work is being done and they had re-activated my account.I did not want my account reactivated, I did not want to pay them any money, I want my £20 back. I spent another hour on the phone with them again to get my account cancelled again. For some reason, I no longer had the option to do this online, I also could no longer submit any online complaints, it had to be done via telephone (which is my mobiles as my phone line was never connected).Today, I got another email which just goes to prove how good this company is, SEE BELOW.They confirm my account is closed and say if I wish to speak to them further, I can call the telephone number in the box.(They don't give me a box with a telephone number in.)BT Account ClosedHello Alex, Thanks for getting in touch with us recently. We're pleased we could help. We've now closed your case. Your reference number is VOLxxx-xxxxxx711325. If you need to talk more about it, or you're not happy with how we handled it, please call the number -in the box below. Find out more about the process we followed Use My BT for quicker resultsBecause of the coronavirus, we're answering a lot of calls at the moment - including calls from vulnerable people who need our advice. So please look for answers online if you can. Start by logging in to My BT or reading the help pages on our website.The legal stuffPlease don't reply to this email - we won't see it.We're committed to protecting you against scams. Learn more about our security tools, and how to defend yourself.Read our privacy policy to see how we protect your personal information.If you need them, our terms and conditions are online.© British Telecommunications plc 2021. We're registered in England at 81 Newgate Street, London EC1A 7AJ (company number 1800000).We've closed your case	Use My BT for quicker resultsBecause of the coronavirus, we're answering a lot of calls at the moment - including calls from vulnerable people who need our advice. So please look for answers online if you can. Start by logging in to My BT or reading the help pages on our website.Need some help?	Log in to My BTRead our FAQs ￼",Hypno,2021,3,18,1,0.09,0.084,Negative
Prompt refund - thank you!,"My brother - recently widowed, with special needs, agreed some months ago to a BT ""pay as you go"" package. This resulted in a £500 plus bill which he paid yesterday. I phoned BT, on his behalf, shocked. BT responded BRILLIANTY, they immediately put him on a better package, and have agreed to refund him (cheque in post) the difference without any issue. THANK YOU Dave & Emma of BT.",Joan,2021,3,18,5,0.126,0.13,Positive
Worst Telecoms Company in the UK,"Home phone diverts within 3 rings, so it's impossible to get to it. Switching off divert has no effect. BT engineers fearlessly claim it has been fixed when it hasn't. Why did we allow BT to be responsible for our broadband service in the UK?",Paul,2021,3,18,1,0.045,0.13,Positive
New customer,"New customer, I wanted BT Sport on Sky and BT broadband. After hours of wasted time I gave up trying to place and order and get it fulfilledTheyre utter excrement.",mw,2021,3,18,1,0.106,0,Negative
After 6 years of loyal custom,After 6 years of loyal custom. BT just basically double the price for the same package. Then blaming inflation. They told me I was on the best deal they could offer. So I left. Never looked back. Bye bye BT,Robert Hilton,2021,3,17,1,0.072,0.164,Positive
No Way to treat a customer,"As part of my Broadband subscription I have free BT web protect and BT virus protect included, after installing the software on my laptop I received an email from BT saying here's an update on your order, the first month is free after that the cost is £4 a month. After several calls to BT and spending at least 2 hours in total on hold, I got a call back from BT this evening, Straight away the advisor said I am just transferring you to my Colleague,  I then spent another 10 minutes listening to canned music before speaking to the advisor who finally resolved the issue.  this company is so large now that customers no longer matter.",Dave Knowles,2021,3,17,1,0.018,0.137,Positive
Bt internet wifi very poor hard to get…,"Bt internet wifi very poor hard to get if not in same room as router, despite adverts saying otherwise this is not the case",Rich Bates,2021,3,17,1,0.187,0,Negative
Worst Company Ever,"Bt are the worst company ever. I need to be dead honest here. The BT sport channel, the wi-fi, everything about it is total rubbish. The only reason I'm subscribed to Bt sport is to watch football, apart from that I have no reason to be with them. Absolute ****show, slow wi-fi, wi-fi randomly disconnects, have to reset my router all the time I want to go online. Sick of it. Bt sucks.",Akhil Kaza,2021,3,17,1,0.195,0.055,Negative
BT what happened to them they are terrible,"BT have been the worst company I have had the misfortune to deal with 3 months of none stop terrible service, terrible slow, freezing TV and computer, I can listen to music on my PC it freezes on every record, my daughter has problems doing her homework, the TV freezes, 3 complaints ignored the engineer was supposed to come and did not turn up and BT have ignored my complaints and I am still paying for this service.",freddy mills,2021,3,17,1,0.231,0.079,Negative
Total s*** show,"Total s*** show! Ordered Broadband package, guy turns up to install, after 5 mins leaves because he can't do it and has to get to his next job.  Call to BT, ""oh you've ordered the wrong package - you need this"" but can't install for 3 months.  Call back later that day as I realise he'd left off the BT Sport from the new order, new guy i speak to ""you shouldn't have ordered that, it won't work for your property"", sets me up with another broadband package.  Engineer turns up today to install Fibre, can't do it because he needs a hoist to get to the roof, and my porch is a problem, and my hanging tiles are a problem, and sockets in my house are a problem, and my greenhouse is a problem.  Now you can't get a more common looking UK house than mine! No communication from BT about the location of router etc which is also a problem apparently. How hard is it just to get some b****y broadband!!",Mr Giles,2021,3,17,1,0.142,0,Negative
Truely shocking Customer Service,Waiting on hold for BT customer service is pure torture. All the usual guff about being really busy right now. That's just modern day speak for not wanting to staff their call centres correctly. I waited 35 minutes just go get someone who almost immediately told me I needed a different department. Then it was another age in the queue for that. All in all it took be nearly 90 minutes just to move my service from one home to another. Shocking stuff.,Tallyman,2021,3,17,1,0.078,0,Negative
I didn't listen to the bad reviews,"I didn't listen to the bad reviews. HUGE MISTAKE. Trapped during lockdown with an Internet speed less than 10% of promised and a faulty router. Forced to pay £40 for an engineer, who never attended. Customer service assistants are rude and don't care. Avoid!!!!",James Liddle,2021,3,17,1,0.385,0.091,Negative
AVOID,"AVOID. AVOID, AVOID AVOID, AVOID. I had BT broadband poor service for many years. I contacted them many times to ask them to resolve the issues. All they was interested in was to increse my price and place me on a 18 month contract. In the end I decided to leave and asked them to end my phone and broadband service. BT decided to turned off my broadband the day before I was transferring to the new provider. I called BT and explained again issues with Broadband. They contacted me and soon as they put the phone down I cut my broadband off. I would Avoid Avoid, Avoid, Avoid, Avoid, Advoid,.",Chicketa Thomas,2021,3,17,1,0.256,0.042,Negative
Email system Absolute rubbish...slow,"Email system Absolute rubbish...slow, cant search it states error everytime ....go with another provider that makes it simple to have a working account",Samantha Stevenson,2021,3,17,1,0.114,0,Negative
THANK YOU! Saved by BT Cathy (NI Call Centre),We had suffered a steady deterioration in our Broadband Service since renewing for our second contract. All back to normal now thanks to the BRILLIANT Cathy in the Northern Ireland Call Centre. A big THANK YOU for restoring our sanity during these troubled times. Super efficient and spot on. I hope BT appreciate you. 5* without a doubt :),Robert Moses,2021,3,16,5,0.11,0.345,Positive
Absolute joke of a service and quality…,Absolute joke of a service and quality of broad band and line.   I had sky in my previous house and the connection was terrible.  In my new home I decided to pay double but opt for BT.  My broadband connection is awful.   I have been complaint constantly since last spring.  They suggested I upgrade which I did.   They have gave me two disks now but my device doesn’t download sitting right next to the disk.  My line is cracking and every time an engineer visits the house he claims that everything is testing fine.  The situation gets worse after each visit from the engineer.   They keep sending the same engineer who couldn’t find the fault in the first place.  They ignore my request for a SFI engineer and they make me an appointment but the engineer never shows up.    BT and Open Reach can’t communicate to even arrange a simple appointment let alone fixing the fault.   BT advertises that customers get £100 if intent doesn’t work in every room.  That is a joke and a lie too.   They can’t accept that the fault is outside my house not inside.   I went through the same painful scenario with my work too.,Zara Saeedi,2021,3,16,1,0.158,0.051,Negative
Customer service? What a bad joke!,"Rang to complain about price hikes, but could not get anywhere. They are already in trouble for overcharging we older customers. Wish I had not recently renewed contract. Could not understand a word of what one of their agents was saying and another cut me off. That's the communications industry for us. Terrible. Tried to register complaint online and it would not accept my home phone number. It is a thorough mess.",Valerie Ann,2021,3,16,1,0.244,0.058,Negative
Time wasting money snatching liers!!!,Time wasting money snatching liers!!!,Jamie Tolley,2021,3,16,1,0.472,0,Negative
Absolutely disappointing service from…,Absolutely disappointing service from bt. They should spend more money on the company than they do on there tv adverts. The service I am receiving now is disgusting and they should be ashamed to call it a service.I would put zero stars if I could,MartinFlanagan,2021,3,16,1,0.204,0,Negative
Worst company to deal with ever,"Worst company to deal with ever, I'll keep it short as I am so vexed. First thing 1star is too good for these lot so they get 💩 instead.I left Virgin media for BT everything was supposed to be working by 22nd of Feb following an initial issue. An engineer was supposed to be sent out to fix the fault on the 25th Feb they never came when I phoned the company, I was informed that they went to the green box. On the 6th of March Vigin switched my Broadband and TV off.  I couldn't work from home so I ordered a Mi-fi from 3network £11Pcm it came the next day as promised and works.BT have not been able to sort anything out instead all their staff do is lie to customers, this I can prove.Shamefully I cancelled BT and went back to virgin Media who have been brilliant.For all my troubles BT charged me £48.99 for no service I cancelled within the 14 days cooling period and sent the equipment back. As of the 11th of March we have no business. This morning they have taken £12.99 from my account no refund just theft from my account.The staff I spoke to has had my dissatisfaction expressed. Don't bother with this lot.",O'RAL T,2021,3,16,1,0.114,0.034,Negative
Worst customer service going try…,Worst customer service going try connecting a BT broadband provider so we can get better internet I've had to cancel because BT decided they want to play games you lot should be ashamed of yourself give him wrong information to customers tried to tell me to turn off the phone button I clicked it and it nearly deactivated her phone line so what else you lot of messed up everything else as well can't even give information to the customers better and you need better training if I ever get my place I'll be definitely going to someone else I'll definitely what USE BT every the longest ever running network call centre and they can't even Runner season chat running during the covid-19 it's a joke in a half they don't know what even know what they're doing give him wrong information I've ordered said to you lot it's worse than that then they messed up the order completely where else will it end I know I've just cancelled the broadband all done we're going back to just phone only best idea going,Mark Gregory,2021,3,15,1,0.121,0.125,Positive
Will I ever get a BT line? ????????,"New build property - requested a BT line in January - after numerous messages from BT and three visits from engineers still no joy.  Have been advised on last 2 visits a surveyor should have reviewed location of telegraph pole.  What a waste of time and money.  3 engineers spent 3 1/2 days trying to connect us without success.  First engineer didn’t even have a ladder. He borrowed one off us.  All we need is a surveyor to give go ahead for new pole .  High charges could be avoided if they stopped wasting time and surveyed  the property in the first place. Engineers are lovely and frustrated themselves at knowing the problem but need the powers from above to just give the go ahead.  We now have to wait until late March for a response and update to know what happens next.  Will we ever get a line so we can have broadband connected ??????  They have  the monopoly on providing the phone line, give awful service then ask you to use them for broadband.  Very unprofessional and disappointing company that you have no choice but to use.",Diane Carthy,2021,3,15,1,0.163,0.024,Negative
BT Mobile Rip Off,"Absolute rip off. Firstly didn’t receive my SIM card, waited over 2 weeks, spoke to someone they sent a new one out. Used the sim for 2 weeks in total and got a £54 bill. Customer service horrendous. Knocked off some charges but apparently I should reason with BT. How can I have £54 in charges in a month! Was told to pay them and they would credit back on the next bill. Not good enough. Was supposed to be £15 a month, didn’t add broadband discount on, made it seem like what I was asking was too much effort. Very poor. Left within 30 days. 4G data speeds consistently above 70MB. 5G non existent even in EE 5g areas. Switched to Three Network now - much better customer service!!",Phoenix,2021,3,15,1,0.121,0.076,Negative
This company one of the most…,This company one of the most disgusting-cheating-deceving on earth. Please please be aware. I repeat BEWARE. avoid at all cost.,Caglar,2021,3,15,1,0.096,0.202,Positive
"Been trying to get the ""basics""…","Been trying to get the ""basics"" application form out of these clowns since December. Not available online, why not? Called numerous times to be told its in the post. Total lies! Cutting edge tech company & it's not possible to have a document emailed🙄.Would leave but now trapped in a 2yr con! Already had a price rise. Buy elsewhere!!!",Bob.,2021,3,15,1,0.164,0,Negative
BT con artists LTD,Technician broke into premises through fire door to install internet and trap us into a 24 month contract,Lewis Lines,2021,3,15,1,0.349,0,Negative
BT Upgrade to optical fibre,"Stephen Faulkner from BT Openreach, upgraded my internet to optical fibre, he was very professional and completed the job very quickly. It worked perfectly and I could not be more pleased.",Paul,2021,3,15,5,0.075,0.121,Positive
Two contract rises in a month,"I've just had a letter from BT stating ""we're proud to say we're the UK's most popular provider"".  With 89% bad feedback, I wouldn't want to see the feedback of the worst provider!!  Anyway, I changed my contract with them in mid February and they have landed me with two tariff rises since then.  They told me I would be saving money by changing to a different contract but within a month I am back to paying what I was before.  What a joke!",Mrs Julie Simcox,2021,3,15,1,0.071,0.094,Positive
Absolutely disgusting service,"Absolutely disgusting service. We have been a loyal customer for nearly 5 years and then BT decide suddenly to cut our Internet off without warning. They claim to have sent a letter explaining that someone was taking over our line, but this was never received. No follow up, just cut us off. The customer service that followed was then frankly disgusting, they refused until a few days in to accept it was thier mistake, we were without Internet for 2 weeks, but they didn't care one bit, one person said we'd be back on the next day, but they lied as apparently it was impossible for open reach to do that. We were then told we could have some remuneration for the time without Internet, only for that to change as well. Horrendously rude staff throughout. Im shocked and would never consider BT again. Avoid them at all costs. Terrible customer service of anything goes wrong. They couldn't care less...",Chris Howells,2021,3,15,1,0.252,0.067,Negative
"Took BT a week from our ""active date""…","Took BT a week from our ""active date"" to set us up, kept getting told 24 hours until it is fixed despite nobody doing anything about it. Now the TV apps keep cutting out but the internet is still on. Avoid BT, terrible service.", Sarah,2021,3,15,1,0.167,0.038,Negative
The worst company ever,The worst company ever! Seems impossible to discuss any bills issues. The staff keep giving me different phone numbers and no one can help me! Avoid!,Lidia Thorogood,2021,3,15,1,0.264,0.144,Negative
If you're considering going with BT - please don't!,"BT are by quite a considerable distance the worst company operating in the United Kingdom today.We signed up to Broadband and TV on 24th February, expecting to be activated on 4th March. When activation did not take place, we called to enquire and were told that there were 'supplier issues'.We have since called back three times, been told the same excuse, and been promised a call back in either 24 or 48 hours (depending on what they feel like that day). God knows when we will actually ever have wi-fi connection or be able to enjoy TV properly. I'm spending a fortune on mobile phone data to keep barely a connection going.If you're considering BT and are reading this and hundreds of other reviews - don't do it! You will seriously regret it. A company without a care in the world - they should be sanctioned by the UK Government.",Damien Scott,2021,3,14,1,0.071,0.093,Positive
