,Title,Link,Description,Day,Month,Year,Hour,Creator,Topic
37,Reward card,https://community.bt.com/t5/Bills-Packages/Reward-card/m-p/2222282#M143416,Hello     Been trying to get my reward card for renewing my broadband before Christmas but still haven’t got it bt tell me I have to wait from the rewards team but I have contacted them and they have said to get back in contact with bt been going back and forth getting fustrating now has anyone else had an issue like this? ,21,Mar,2022,17,Jamest002,Billqueries
38,Wrong telephone number,https://community.bt.com/t5/Bills-Packages/Wrong-telephone-number/m-p/2222194#M143414,You have the incorrect Telephone number shown on my account.. how do I change the number to the correct one ,21,Mar,2022,10,Shellwxx,Billqueries
39,Re: How to get a Cheque replaced,https://community.bt.com/t5/Bills-Packages/Re-How-to-get-a-Cheque-replaced/m-p/2221549#M143410,"Hi     uid=""128692""       ,       I have an expired cheque that I would like reissuing can you please advise how to get this sorted?       Many thanks! ",17,Mar,2022,16,xnataliepx,Billqueries
40,Jiffy bag,https://community.bt.com/t5/Bills-Packages/Jiffy-bag/m-p/2222254#M143407,Still no Jiffy bag received to return my old Hub and can’t find the link can anyone help ,21,Mar,2022,14,Barbara1238,Billqueries
41,Account closure,https://community.bt.com/t5/Bills-Packages/Account-closure/m-p/2222257#M143406,"BT have  just done me new account with a new account number, because of plusnet and bt getting there wires crossed somewhere that the order have been cancelled, hopefully this will go active from 28 March this time,  because of this I want to close my previous accounts so that I can start fresh with my current email. Then only will I make a new bt I'd ",21,Mar,2022,14,Shimba,Billqueries
42,Returning Equipment,https://community.bt.com/t5/Bills-Packages/Returning-Equipment/m-p/2222230#M143401,I'm trying to return my equipment.      Like so many others who have posted on here I'm unable to find or select the Return Equipment option on my home page and can't understand why the help link doesn't just take you to a request page. Also BT say they send you a returns envelope but that hasn't arrived. ,21,Mar,2022,12,sheilamcdermott30,Billqueries
43,Ordering BT Home Essentials package,https://community.bt.com/t5/Bills-Packages/Ordering-BT-Home-Essentials-package/m-p/2222105#M143383,I was wondering if you got it sorted as I am having a nightmare trying to convince them that I am on a low income  but it is my partner who gets the income support for both of us. ,21,Mar,2022,08,brookes,Billqueries
44,BT Sport costs,https://community.bt.com/t5/Bills-Packages/BT-Sport-costs/m-p/2222135#M143377,What is the regular price of BT Sport if you have no offers?  I am being charged £26.75. £20 plus £6.75 discount whatever that maybe? This is more expensive than a monthly pass. Does this figure seem right      Thanks ,20,Mar,2022,21,Purpleronnie,Billqueries
45,Master Socket - recently bought property,https://community.bt.com/t5/Bills-Packages/Master-Socket-recently-bought-property/m-p/2222078#M143358,"I’ve just bought a second home as a reveal property. I’m struggling to find the main socket. I’ve looked everywhere but can’t see anything that I’d expect it to be. It’s not a new build so there should be one. My tenant, about to move in, has talked to BT about moving her broadband package and they’ve said just take the router and plug it in and it’ll start working on the transfer date. This will be difficult if I can’t find the main socket (any socket), help, what do I do? Do I need to ring up and get an engineer out to put one in, can BT tell me what is supposed to be there? ",20,Mar,2022,13,Julesman,Billqueries
46,Ordering BT,https://community.bt.com/t5/Bills-Packages/Ordering-BT/m-p/2222041#M143343,"Will I be able to order BT now, but get it installed in 4 weeks time, due to contact with Sky ending then ",20,Mar,2022,12,nerj3,Billqueries
47,Home Essential,https://community.bt.com/t5/Bills-Packages/Home-Essential/m-p/2221972#M143325,"Ok, I shall try to give precise and detailed information.      I was on Fibre 2 for many years.  Getting around 65 to 70mb and upload around 19mb.  Paying around £28 after discounts.      I heard about Universal Credit claimant's being able to save money with discounted broadband.      These 3 packages are based on my home address          span class=""lia-inline-image-display-wrapper lia-image-align-inline"" image-alt=""esse1.jpg"" style=""width: 999px ""   img src=""https:  community.bt.com t5 image serverpage image-id 76865i387908ACEEBF1F07 image-size large?v=v2&amp amp px=999"" role=""button"" title=""esse1.jpg"" alt=""esse1.jpg""      span       The speeds for £20 are based on what i normally get.  So i ordered the ""unlimited fibre plan""      The advisor told me my estimated speed would be between 51 and 57 with a guaranteed speed of 46      I told advisor that my router handled speeds around 65.  I assumed the speed would increase over time.  I placed the order.       I started performing speed tests everyday after order was complete and hit around 55.  I had dropped from 65 to 55 on average since taking on this package.  I went to my online account and saw this.        span class=""lia-inline-image-display-wrapper lia-image-align-inline"" image-alt=""esse2.jpg"" style=""width: 739px ""   img src=""https:  community.bt.com t5 image serverpage image-id 76866i1047912301D7E3DC image-size large?v=v2&amp amp px=999"" role=""button"" title=""esse2.jpg"" alt=""esse2.jpg""      span       ""Home Essential Fibre 2""      NOT ""Unlimited Fibre Plan""      After speaking to many agents who continued to state that my contract showed that i was on HEF2 as advertised, when i asked advisor to show me the link to the package online which advertises HEF2, they told me to check my online account and it was there, i then said, if the general public wanted information on HEF2, where would they get it, i was then told, but you have a contract which shows you have the product.      So my issue, I have a router which has held 65 on average.      I am on a package which was NOT advertised by BT home essential with a speed NOT advertised and a stay fast guarantee which was NOT advertised according to my address.      Home Essential Unlimited Fibre Essential      Home Essential Unlimited Fibre Plan      ""Home Essential Fibre 2""?      So i am paying £20 for lower speeds on a package which is NOT advertised when bt advertises a package (Unlimited Fibre Plan) which matches my previous fibre 2 speeds and it costs £20       I welcome your questions. ",20,Mar,2022,08,ReachForThe,Billqueries
48,£9.99 setup charge,https://community.bt.com/t5/Bills-Packages/9-99-setup-charge/m-p/2221959#M143323,"I've been charged £9.99 for setup charges, I was advised on the phone that this would not be charged and would be refunded.      Can someone look into this please? ",20,Mar,2022,07,jam2000,Billqueries
49,Cancelling the phone service,https://community.bt.com/t5/Bills-Packages/Cancelling-the-phone-service/m-p/2221953#M143322,"I'm trying to cancel the phone part of my broadband      I'm told on the phone that there will be a £2 monthly charge for NOT having a phone line  ??      The P.A.Y.G. service is the cheapest but not free &amp amp  would cost from £2 monthly up to £5      This in effect would be ""pay before you phone"" &amp amp  then ""pay when you phone"" as well, not good !      Due to a house move last month the DV service was applied to my account which resulted in us losing our existing number      Further complicated by ""pending &amp amp  open"" orders we ran out of the 31 day ""window"" to retain that number due to bt refusing any orders changes until the orders situation was addressed      As the landline has now not been used for over a month (&amp amp  has not been missed) it's time to cancel.      I know the mods are busy but hopefully one of them could pick up on this please      The consensus here on the forum seems to be that there should be no charges if there is no phoneline or the P.A.Y.G. ""calling plan""  .........  however getting bt to agree with this  is a different matter             D*ck ",20,Mar,2022,00,ick,Billqueries
50,Fibre Broadband Takeover,https://community.bt.com/t5/Bills-Packages/Fibre-Broadband-Takeover/m-p/2221883#M143316,New customer moving into a house on the 23rd.       Current owner has FTTP broadband installed.      I just ordered broadband and have down the 23rd for Hub delivery. 25th for Home tech expert visit. But takeover date is the 4th April.      So the question is after the visit 25th to confirm everything is correctly cabled and plugged in.       Will it really take until the 4th for the broadband to activate? Seems like a long gap to just switch account holders.       Or could it happen sooner? ,19,Mar,2022,15,208197511001B,Billqueries
51,How do I raise a query by email,https://community.bt.com/t5/Bills-Packages/How-do-I-raise-a-query-by-email/m-p/2221854#M143313,"Hi there,      I am moving away from BT but have a billing query related to that.  I don’t want to speak to anyone about it but would like to email it.  I’ve been through loops on the help page and for nowhere.  Can anyone help please?      Thanks. ",19,Mar,2022,14,mattanorak,Billqueries
52,Upgrading to Halo3+,https://community.bt.com/t5/Bills-Packages/Upgrading-to-Halo3/m-p/2221756#M143305,"My Halo contract is due for renewal in a few weeks time. My location does not yet have access to full fibre although Openreach have recently installed fibre in the street outside my home. Halo 3+ is available to me at an additional cost of £8 per month which comes without a speed increase (Current speed around 30 Mbps) but the promise of access to full fibre when it becomes available. I appreciate that it may take some time before this happens.      1. Assuming that I take up this offer and a full fibre connection is eventually installed, what download speed should I expect for this price?      2. Will I have to pay considerably more in order to get anything like the maximum 900 Mbps quoted on the BT website? (Looking at the current price list £81.99 is quoted) ",18,Mar,2022,21,Octothorpe,Billqueries
53,BT have created 2 additional credit agreements which I did not agree to via EE BT Sport Smart Benefi,https://community.bt.com/t5/Bills-Packages/BT-have-created-2-additional-credit-agreements-which-I-did-not/m-p/2221723#M143296,"So I've had a nightmare setting up my smart benefit with EE, I've tried numerous times to setup Amazon Prime with no joy. On 25th December 2021 I tried to setup the BTSport benefit with no luck, I gave up because I had joy previously setting up the Amazon Prime Smart Benefit on numerous occasions.      So on the 20th January 2022 I contacted EE live chat for help (frankly this seems to be when things have become worse)      Chat support tried 3 times to get it to work asking me for a BT Pin number via email without any joy, I was told that a complain had been raised with EE and they would be in touch within 24 hours, 30 minutes later I received a text from EE stating the complaint had been closed. Nothing was resolved?       I've come to understand the issue I'm having with the BT Smart benefit is that I'm not getting the confirmation email from BT to confirm the account, so although I'm getting a BT Sports ID, I didn't receive the confirmation email which means the account hasn't been actually created.      So I try signing up again with a different email address, same issue again, no confirmation email arrives to confirm the account.      So February arrives and I get a notification that a telecoms account has been added to my account, its BT with a debt of £196!!!!       Is this normal? This is supposed to be a seemless addition of my EE package, not another account debt added to my credit score?? I can see from the account number that this is from the BT Sports Smart benefit I tried to add on the 25th Decemeber, but this account doesn't exist!       It gets worse       Today I get another notification from my credit score telling me another telecom account has been added to my account (I'm assuming this is my 2nd attempt at signing up for BT Sport Smart benefit) and its even worse this time because I don't even know the BT account number for this because I didn't receive any confirmation email or email confirming anything!      So now I've got (2) BT debts attached to my credit score and I don't have even 1 working EE Smart benefit.      If anyone can offer any info on how or why this has happened and how I can get this resolved I'd really appreciate       I'd really like to get this resolved today if possible, I know how a credit rating works, what I don't understand is how through a EE Smart benefit which is supposed to be a feature of my contract with EE, I've got 2 debts on my credit report now from BT.             I   span class=""lia-inline-image-display-wrapper lia-image-align-inline"" image-alt=""SmartSelect_20220318-131353_Brave.jpg"" style=""width: 999px ""   img src=""https:  community.bt.com t5 image serverpage image-id 76855iBF987DBDBD707C2F image-size large?v=v2&amp amp px=999"" role=""button"" title=""SmartSelect_20220318-131353_Brave.jpg"" alt=""SmartSelect_20220318-131353_Brave.jpg""      span ",18,Mar,2022,17,EE2022C,Billqueries
54,Error TS-0003,https://community.bt.com/t5/Bills-Packages/Error-TS-0003/m-p/2221652#M143292,I get this error whenever I try to log into My BT. I'm using a Mac M1 with Monterey and Safari 15.4. I get the message with Chrome too.      Any idea what this error means? ,18,Mar,2022,10,iostoir,Billqueries
55,Two months and six visits,https://community.bt.com/t5/Bills-Packages/Two-months-and-six-visits/m-p/2221623#M143290,"UL   LI You really couldn't make this up, I live in SW London with a telegraph pole less than two metres from my property. I applied for broadband several months ago and was supposed to be connected in early January, today the sixth engineer turned up and couldn't connect, this issue has been the subject of a complaint for two months now and referred to ofcom . Still nobody takes responsibility, nobody calls back at promised, I spend hours waiting on the phone. My heating , entertainment and solar panels are all internet enabled.I also cannot work for the days that I wait in for someone to turn up and go away again, as the hub provided doesn't offer enough bandwidth. Help someone please. Next stop the guardian and Sunday times   LI    UL ",18,Mar,2022,09,Paulsw19,Billqueries
56,BT aren't charging me,https://community.bt.com/t5/Bills-Packages/BT-aren-t-charging-me/m-p/2221607#M143287,"Hey there,      I've been a subscriber to BT Sport on and off for a while now, yet they never seem to take my recurring payments. When I subscribe, £25 is taken as it should be, but after that, nothing happens on the date my subscription recurs.      I've tried contacting BT's helpline but they've tried a few things they think will work and nothing happens. I want to get to the bottom of this (and I've tried, repeatedly). Is there anyone here who can help me out? ",18,Mar,2022,01,jec2,Billqueries
57,BT Home Essentials,https://community.bt.com/t5/Bills-Packages/BT-Home-Essentials/m-p/2221602#M143284,"Hello,      I'm looking for info on the Essentials. My husband is retired and also my carrer as I am disabled and and was wondering what people thought of this. My contract is up at the end of the year and was wondering what people thought of this and what catches there were, like limit to use or download limit. ",17,Mar,2022,22,Maidenfan,Billqueries
58,Canceling BT TVNow),https://community.bt.com/t5/Bills-Packages/Canceling-BT-TVNow/m-p/2221595#M143282,"My BT TV contract for Now(Now TV) Big Entertainment plus HD on is coming to an end in the next few days.      Can I cancel via BT live online chat and do I still need to give 30 days notice.      Im going to get the same Now(Now TV) package direct from Now. As it will save me a £1 or so on HD and at times Now(Now TV) seem to offer discounts that BT don't seem to offer.      I still in contract for BT FTTC for about another 10 months. So will be keeping BT FTTC and don't want to renew my BT FTTC just now.      After I cancel BT TV(Now) how long after its canceled do I get to move direct to Now(Now TV)      I know I will not be able to record the Now(Now TV) channels  but 80% of what I watch on Now(Now TV) is also on Now(Now TV) catch up on demand.      As for the AMC channel. I have not watched that channel in months.      The Youview box BT sent me in mid or late 2018. My other BT Youview box is a retail box, From late 2017.      I now use most of my apps via the two Amazon Firesticks that I got last year.      I still at times record some show on the Freeview channels. As depending on channel not all shows are on catch up.      Darren ",17,Mar,2022,21,ney,Billqueries
59,They Keep Changing Our Installation Date...,https://community.bt.com/t5/Bills-Packages/They-Keep-Changing-Our-Installation-Date/m-p/2221507#M143273,"OK, I have no idea where to put this post, so I shall place it in the location as my previous one.      We placed an order for BT Broadband on 14th March. We were told that our installation date was booked for 1st March. There were no ""ands, ifs or buts"" and no mention at any time that date is subject to change, so we believed 1st March was our guaranteed install date. So we proceeded to cancel our contract with our then current ISP, who have recently cut our internet 1 month after cancellation.      Due to this, we are now using BTs 4G Mini Hub thing for basic browsing, but I cannot upload my videos to YouTube (so I can't do my job and earn money) and we cannot entertain ourselves with Netflix, Disney+ etc as the 4G Mini Hub doesn't seem up to the job.      We had an engineer come out on 5th March. After this happened, our NEW installation date was increased to 24th March! This was unacceptable, so I raised a complaint that took BT 10-14 days to review. They did try to call us, but my father was unable to take the call as he was working. He's trying to call them back today.      However, out of the blue and seemingly at random, our installation date has been pushed back AGAIN. This time to 28th March!! WHY? Because I complained?? They seem to be OK with leaving us with basic internet for nearly a month? Why did they change the date to even further in the future??      I have to say, from a new customers point-of-view, this is terrible service and a terrible experience. This is our first change to a new ISP in nearly 2 decades, our FIRST change over, and it's a bad experience.      Anyone from BT care to shed light as to why our installation date has been moved forward without reason? Or IS there a reason? Thanks. ",17,Mar,2022,11,PureChaosX,Billqueries
60,missing account,https://community.bt.com/t5/Bills-Packages/missing-account/m-p/2221329#M143250,"Just spent an hour on BT chat trying to get missing account details sorted , still can not log on my account ,to claim reward card. ",16,Mar,2022,13,pa1,Billqueries
61,POA Form,https://community.bt.com/t5/Bills-Packages/POA-Form/m-p/2220295#M143234,"Hi again             I have POA for my Mother and on the website it says to complete a POA or Appointee form, however there is no hint as to where to find that form - can anyone help me please?             Thank you ",10,Mar,2022,11,bryan58,Billqueries
62,Return my BT kit,https://community.bt.com/t5/Bills-Packages/Return-my-BT-kit/m-p/2221139#M143229,I am changing supplier and I have been asked by BT to return the equipment router in the 'bag supplied' - I have received no bag. I checked online as to where to order a bag and apparently on 'My BT account' page their is meant to be a link under 'Return your BT kit' - I have no link. I'm happy to return this equipment for re-use. Please send me a bag. Thanks ,15,Mar,2022,12,Str0ller,Billqueries
63,Re: Returning kit,https://community.bt.com/t5/Bills-Packages/Re-Returning-kit/m-p/2221121#M143226,"Hi, I returned my router on 2nd March 2022 and have a Post Office tracking barcode DA257252687GB and I’m still getting messages to say that I haven’t, could you check it for me please,      Regads, Alan Manaton ",15,Mar,2022,11,lanmanaton,Billqueries
64,Is there a way to activate a broadband faster?,https://community.bt.com/t5/Bills-Packages/Is-there-a-way-to-activate-a-broadband-faster/m-p/2221095#M143219,"Hello,      my situation looks as follows:      I live in a flat of three tenants. We have used BT broadband for the last year, and we are satisfied with the service. However, one of the tenants (the one whose name is on the BT agreement) is moving out, and he is moving his BT broadband with him. We have already ordered a new contract for our address, but it will be activated on the 29th of March. The agreement of a former tenant on this address ends on the 17th of March, and service will no longer be available at this address.      My question is: Is it possible to avoid that gap between the 17th and 29th of March? We have a spare BT hub, and all the infrastructure is already configured for BT service (we used BT for the last year but as a different user). The only thing is, if possible, to activate the new service earlier (which date is currently set standardly a day after we get a new BT hub).             Kind regards ",15,Mar,2022,10,SimonO1,Billqueries
65,Re: Return previous kit,https://community.bt.com/t5/Bills-Packages/Re-Return-previous-kit/m-p/2221017#M143211,How long does it take  to receive a returns kit? The leaflet with my New Pro TV Box says a returns kit is      on the way. The engineer said I needn`t request one as it would be sent in a few days....now more than two weeks since the new Box was installed.{25th Feb}. ,14,Mar,2022,15,Filosopher,Billqueries
66,Equipment Return,https://community.bt.com/t5/Bills-Packages/Equipment-Return/m-p/2221009#M143204,"I have been asked to return equipment as I have left BT, have been with them since 2009.  I believe from reading other posts that I dont have to do this as its pre 2019.  To be honest the returns system seems to be causing a few issues for people and I just dont want any stress or hassle.  Our local recycling centre will accept.  Do I need to let BT know I wont be sending back the equipment so that I dont get billed etc? ",14,Mar,2022,15,AJMcgregor,Billqueries
67,Return kit requests,https://community.bt.com/t5/Bills-Packages/Return-kit-requests/m-p/2221006#M143203,"How can I stop texts email requests to return kit you do not have?      Due to the BT website problems, I had to cancel and then resubmit an order (on behalf of my 98yr old mother) for broadband  home phone TV as requested by the BT representative on the phone.      As a result of their incompetence, my mother has 2 account numbers and repeated texts emails to return extra kit she does not have.      Attempts by telephone, help centre, email and letter have failed to achieve a resolution, and they will be billing her for non-return of equipment she does not have very shortly.      For one of the account numbers, it will be clear there is no contract, and there will be no proof of delivery,  and it looks like we will have to go to court to claim the money back plus expenses and damages for harassment. ",14,Mar,2022,15,Glen12doN,Billqueries
68,I’d like to cancel BT sport online,https://community.bt.com/t5/Bills-Packages/I-d-like-to-cancel-BT-sport-online/m-p/2220943#M143196,I’d like to cancel BT sport as the price is getting absurd and I can’t find the option online in the maze that is my bt. Any help on this? ,14,Mar,2022,06,mevans180292,Billqueries
69,GamePass Deal: Erased my current subscription,https://community.bt.com/t5/Bills-Packages/GamePass-Deal-Erased-my-current-subscription/m-p/2220861#M143191,"Hi,      I recently renewed my contract and was offered the 12 month Xbox Ultimate Game Pass deal. The activation code looked just like any other redemption code and usually when you redeem them, they just add onto to your existing subscription months remaining.      I was aware that after the 'free' 12 months BT would start charging me £10 per month unless I cancelled it however what nobody mentioned was that I would lose any remaining subscription I have on my MS Xbox account. I had a further 12 months remaining which has now completely disappeared and the BT 12 months has replaced it entirely.      This is now all I see:        span class=""lia-inline-image-display-wrapper lia-image-align-inline"" image-alt=""SportiveUK_0-1647186452275.png"" style=""width: 400px ""   img src=""https:  community.bt.com t5 image serverpage image-id 76788i15E33C00C9B5B063 image-size medium?v=v2&amp amp px=400"" role=""button"" title=""SportiveUK_0-1647186452275.png"" alt=""SportiveUK_0-1647186452275.png""      span       The future redemption codes that should still be listed (which run from September 2022 when my initial subscription runs out) can be seen below:         span class=""lia-inline-image-display-wrapper lia-image-align-inline"" image-alt=""SportiveUK_1-1647186769040.png"" style=""width: 400px ""   img src=""https:  community.bt.com t5 image serverpage image-id 76789i169BD6DED9EF1315 image-size medium?v=v2&amp amp px=400"" role=""button"" title=""SportiveUK_1-1647186769040.png"" alt=""SportiveUK_1-1647186769040.png""      span       So, how do I go about re-instating my lost paid for year? The MS site is useless and because this isn't covered by one of their pre-listed issues, it tells me there is no web chat or phone option I can use!      At the very least, there should have been a warning before accepting the redemption that it would wipe out existing subscriptions. Any thoughts would be appreciated and I am sure others are likely to fall into this trap.          Thanks ",13,Mar,2022,15,SportiveUK,Billqueries
70,Landline 700min Freecall incl. 0800/0845 numbers,https://community.bt.com/t5/Bills-Packages/Landline-700min-Freecall-incl-0800-0845-numbers/m-p/2220705#M143179,Are 0300 calls free from BT Landlines included in the above package. In particular the elusive Passport Office.? Responses appreciated ,12,Mar,2022,12,Rifleman65,Billqueries
71,How to turn off Game Pass auto-renewal?,https://community.bt.com/t5/Bills-Packages/How-to-turn-off-Game-Pass-auto-renewal/m-p/2220731#M143176,"I just activated my 6 months of game pass, and I got an email saying I can turn off auto renewal from MyBT. However, this website is designed like a maze deliberately to stop me doing this.      Please tell me how to turn off the game pass auto renewal. ",12,Mar,2022,13,shclown,Billqueries
72,Broadband not connecting,https://community.bt.com/t5/Bills-Packages/Broadband-not-connecting/m-p/2220641#M143173,"Hi ,I have a problem with my broadband.       I woke and my phone wasn't connecting to WIFI ,beside the WiFi sign is exclamation mark and it requires sign in.I tried to click on sign in and it says my broadband is restricted and I need to pay my bill.      Bill is up to date ,no outstanding balance .Had chat with advisor ,she confirmed no outstanding bill no restrictions .      She advices to restore to factory settings,I followed but no changes .      Any idea ,what could be the problem ?       Thanks ",11,Mar,2022,23,Jarmila,Billqueries
73,Problem claiming reward card,https://community.bt.com/t5/Bills-Packages/Problem-claiming-reward-card/m-p/2220611#M143170,"In common with what seems to be many people, I am unable to access my reward despite getting multiple emails telling me I am missing out on it. I came across this forum by accident, any help seems non-existent and phoning gets you nowhere other than to automated responses which are irrelevant to my problem. Is this deliberate policy not to provide promised rewards. Some help,would be appreciated,  or impressed so far. ",11,Mar,2022,19,MalcolmH54,Billqueries
74,How Long to Review a Complaint?!,https://community.bt.com/t5/Bills-Packages/How-Long-to-Review-a-Complaint/m-p/2220509#M143160,"So how long doe sit take BT to usually review a complaint?      I issued a complaint on Saturday 5th March regarding our broadband installation date, and several missed engineer appointments, as shown on the Track Order screen in My BT.      It was the weekend, so I didn't expect them to answer, but it did say that a call was scheduled for that day. I didn't believe that, so just waited till the following Monday for them to review the complaint.      5 days later and it's still in the ""Your complaint has been raised"" stage and it STILL shows a called scheduled for 5th March. So exactly how long does it usually take someone at BT to look at these complaints?? I assume they're are not ignoring them, do they just thousands of complaints to get through?      Anyway, still need out complaint looked at. We've already had a fair amount of trouble just switching from Virgin to BT... this isn't helping. ",11,Mar,2022,09,PureChaosX,Billqueries
75,BTID activation,https://community.bt.com/t5/Bills-Packages/BTID-activation/m-p/2220465#M143156,"I purchased fibre 100 today and received the email link to activate BTID. However, everytime I try to complete setup it takes me back to the start page stating my BTID needs to be activated via the email link. So I tried create a new BTID but it states my username (email) is already an active account. I've no idea how to override this so I can actually complete setup. ",10,Mar,2022,21,Keyslouise,Billqueries
76,Automatic compensation,https://community.bt.com/t5/Bills-Packages/Automatic-compensation/m-p/2220423#M143154,"Hello,      how long does BT take to put automatic compensation into account.      my Landline was down for most of last year and I was told I would get compensation. The fault has been fixed for a couple of months now.      Just wondering how long to leave it before calling them.      thanks ",10,Mar,2022,19,Graham2927,Billqueries
77,Billing,https://community.bt.com/t5/Bills-Packages/Billing/m-p/2220354#M143147,HR     I changed my broadband charge etc to £20 (esa) and they charged me £27.why is this ,10,Mar,2022,15,phat5000,Billqueries
78,Rouge Account (Please Remove),https://community.bt.com/t5/Bills-Packages/Rouge-Account-Please-Remove/m-p/2220331#M143144,H   When I attempt to look at any deals against my broadband account the system says that I have two accounts and err ,10,Mar,2022,15,ManicInfinity,Billqueries
79,PAYG charge on new full fibre.,https://community.bt.com/t5/Bills-Packages/PAYG-charge-on-new-full-fibre/m-p/2220334#M143140,I just had full fibre installed.  No problems.  Just received my first bill.  It has on it a 2£ charge on it .  It states this is for pay as you go for line rental as I don't have a call plan . I called bt customer service who said everyone gets this charge.  Even though I'm digital and no landline she could not really understand the point. So I'm asking does anyone else have this.. ? ,10,Mar,2022,14,Sundance,Billqueries
80,Cannot Access MyBT - login takes me straight to email,https://community.bt.com/t5/Bills-Packages/Cannot-Access-MyBT-login-takes-me-straight-to-email/m-p/2220289#M143137,"Hi      If I go to My bt and log in it accepts my credentials, starts to load the BT.com website but then redirects to the email site instead. I can only think it is a bug in the website.      I have tried multiple computers and browsers.      Any Ideas? ",10,Mar,2022,11,bryan58,Billqueries
81,Problem with an upgrade offer - long saga,https://community.bt.com/t5/Bills-Packages/Problem-with-an-upgrade-offer-long-saga/m-p/2220092#M143125,"Back in January I got an offer for an upgrade form Halo3 to Halo 3+ for an additional £2 per month. I phoned in to take up the offer as the link didn't work. However the agent taking the call ordered ""Halo3 with Complete Wi-Fi"" and not Halo3+. I was after the Hybrid Connect so needed Halo3+.  Lots of problems in changing the order and had to wait for the order to ""clear"" before they could re-order. I had no contact from BT and had to keep phoning to find where it was. The order for Halo3+ was then placed however I had previously been on a deal getting ""My Anytime calls"" for under £3pm. The original incorrect order carried this forward but the replacement order didn't and I'm now on ""Pay as you go"" and ended up paying  for all my calls. I've since been told that I will have to pay £20pm for ""My Anytime calls"" or the current equivalent. That is way over the upgrade of £2 pm I ordered. I've chased this up but haven't heard anything in spite of me sending repeated emails to my previous contact. Now waiting on call transcripts and other details before raising a complaint unless anyone on here can help. Please ! ",09,Mar,2022,14,Leasty,Billqueries
82,Messed up order,https://community.bt.com/t5/Bills-Packages/Messed-up-order/m-p/2219990#M143116,"HR     Hi,      I set up a home move from BT and should've transferred over on February 7th. I'm not entirely sure what the problem was but after sorting a problem out in the cabinet I was finally connected at my new address on around the 25th February. After being connected I noticed I noticed on my account that my new connection date was on the 2nd of March for my old address. I could see what was going to happen, that my connection at my new address would be switched off and reconnected at my old address. I called BT to tell them this and was told this wouldn't happen. Low and behold my connection switched off at my new address on the 2nd and reconnected at my old address. I've now been told they have to cancel my order and do a brand new one but Openreach aren't allowing them to do this. I've never dealt with such incompetence. Does anyone have any ideas how to solve this? Thanks ",08,Mar,2022,22,Cooptaxx,Billqueries
83,Home Move Cancelled?,https://community.bt.com/t5/Bills-Packages/Home-Move-Cancelled/m-p/2219987#M143114,"I spent half an hour on the phone today in order to request a home move with BT. I was told I could carry the package across at no extra cost on the 23 03 I was given confirmation of the order being placed and I assumed it would be complete as assured. But having just checked, it says that the order was cancelled as requested by me. I did not cancel it at all and no one has contacted me to confirm why it was cancelled. Do I now have to spend another half an hour re-ordering this? Will it be auto-cancelled again with no explanation? ",08,Mar,2022,22,Roseconstant,Billqueries
84,Charged for non return of kit but did return,https://community.bt.com/t5/Bills-Packages/Charged-for-non-return-of-kit-but-did-return/m-p/2219924#M143104,Hi I downgraded to BT essentials in November and was asked to return my Wi-Fi disc which I did via Royal Mail within the time limit . However I’m being charged 30 when the post office said it went to yours and was delivered . Now I didn’t get a receipt because the office I used only scan the item how do I get the tracking info so I can check it was sent please do I phone the post office hotline ? Thanks as this 30 pound charge is a lot and I simply cannot afford it . Thanking you in advance . ,08,Mar,2022,16,slatham421,Billqueries
85,Old account numbers,https://community.bt.com/t5/Bills-Packages/Old-account-numbers/m-p/2219921#M143102,"Hi, does anyone know how I go about deleting old my account numbers? As when using the Wi-Fi finder or billing app ect it automatically connects to an old account number.             thanks ",08,Mar,2022,16,uthers,Billqueries
86,Stay fast guarantee changed in digital voice notification,https://community.bt.com/t5/Bills-Packages/Stay-fast-guarantee-changed-in-digital-voice-notification/m-p/2219869#M143089,Hi      My 24 month Halo contract taken out in July 2021 says my stay fast guarantee speed is 17mps.      The email I got this morning saying i will go onto digital voice later this month has changed that to 15mps.      Minimum d l and u l speeds have also been reduced. Can this be allowed under an agreed contract? ,08,Mar,2022,12,somniac,Billqueries
87,Activation charge,https://community.bt.com/t5/Bills-Packages/Activation-charge/m-p/2219887#M143086,"Can anyone explain why there is a £70 charge to activate a BT landline only, when you are returning. My Mum's been with italk but they don't have a plan with calls to mobiles, so I thought we'd return her to BT which was fine till halfway through quote and suddenly £70 added. Seems excessive.      Thank you,                       Spotbot1. ",08,Mar,2022,13,Spotbot1,Billqueries
88,My BT,https://community.bt.com/t5/Bills-Packages/My-BT/m-p/2219886#M143079,"Hi,      I have been trying for over a month to set up my My BT account on two separate email addresses without any success. I previously had a BT broadband package, but switching the account name in the top right didn't display any billing info for my current broadband account.      I have tried registering again with a different email address but now I just get a ""Sorry, your account cannot be accessed"" error message. I have no means to access any of my bills or account information! Please help! I have tried the online chat but they have not helped at all.      Thanks. ",08,Mar,2022,13,kerel,Billqueries
89,Online Bills,https://community.bt.com/t5/Bills-Packages/Online-Bills/m-p/2219861#M143069,"Hi, I'm trying to view online bills however they never load up. I just get 3 dots bouncing up and down. Tried various browers on Mac.      Help welcomed please.      Thanks. ",08,Mar,2022,12,jstar,Billqueries
